"ID"	"Title"
"LS02"	"Job vacancies"
"LSK01"	"Job vacancies"
"LSK02"	"Job vacancies"
"LONMED1"	"Members per 31.12"
"AKU202"	"Employed"
"AKU203"	"Employed"
"AKU200"	"Employed (in thousands)"
"AKU201"	"Employed (in thousands)"
"AKU400"	"Full-time equivalents"
"AKU500"	"Employed (in thousands)"
"AKU501"	"Employed (in thousands)"
"AKU502"	"Average weekly hours of work in main job"
"AKU503"	"Average weekly hours of work in main job"
"AKU504"	"Overtime for employees"
"AKU600"	"Employed"
"AKU601"	"Employees"
"AKU602"	"Employed"
"AKU603"	"Employed with work at home"
"AKU604"	"Employees"
"AKU605"	"Employees"
"RAS300"	"Employed (end November)"
"RAS301"	"Employed (end November)"
"RAS302"	"Employed (end November)"
"RAS303"	"Employed (end November)"
"RAS305"	"Employed salary earners (end November)"
"RAS307"	"Employed salary earners (end November)"
"RAS308"	"Immigrants (end November)"
"ATR"	"Indexs for Working Time Account"
"ATR26"	"Working Time Accounts (seasonal adjustment)"
"ATR30"	"Working Time Account"
"ATR20"	"Quarterly Working Time Accounts"
"ATR32"	"Working Time Account on national accounts industrial classification"
"ATR24"	"Working Time Accounts (seasonal adjustment)"
"LBESK01"	"Employees"
"LBESK02"	"Employees"
"LBESK03"	"Employees (seasonally adjusted)"
"LBESK04"	"Employees (seasonally adjusted)"
"LBESK20"	"Employees"
"LBESK21"	"Employees"
"LBESK22"	"Employees (seasonally adjusted)"
"LBESK23"	"Employees (seasonally adjusted)"
"LBESK31"	"Employees"
"LBESK32"	"Employees"
"LBESK33"	"Employees"
"BYG1"	"Number of persons employed in the construction industry"
"OBESK3"	"Public full-time employees (seasonally adjusted)"
"OBESK2"	"Public full-time employees"
"OBESK1"	"Public full-time employees"
"OBESK4"	"Public full-time employees (seasonally adjusted)"
"AKU300"	"ILO-unemployment composition"
"AKU301"	"Gross unemployment"
"AUS07"	"Seasonally adjusted figures"
"AUS08"	"Seasonally adjusted figures"
"AUF01"	"Unemployed persons"
"AUF02"	"Unemployed persons (final)"
"AUP01"	"Unemployment in per cent of the labour force"
"AUP02"	"Unemployed in per cent of the labour force"
"AUP03"	"Unemployed insured persons in per cent of the total number of insur."
"AUS05"	"Social benefit (not prepared for employment) and hollyday allowance"
"AUA01"	"Insured persons"
"AULK01"	"Full-time unemployed persons"
"AULK02"	"Full-time uenmployed persons/uemployed persons"
"AULK03"	"Full-time unemployed persons"
"AULK04"	"Long-term unemployed persons"
"AULK05"	"Long-term unemployed persons"
"AULK06"	"Long-term unemployed persons"
"AULKP01"	"Full-time unemployed persons in per cent of the labour force"
"AUL01"	"Full-time unemployed persons"
"AUL02"	"Full-time unemployed persons/unemployed persons"
"AUL03"	"Full-time unemployed persons"
"AULP01"	"Full-time unemployed persons in per cent of the labour force"
"AULP03"	"Full-time unemployed persons in per cent of the labour force"
"AUL07"	"Net full-time unemployed persons"
"AULAAR"	"Net unemployed"
"RASIE22"	"Labour force, age group 16-64 years"
"RASIE11"	"Labour force, age group 16-64 years"
"RAS400"	"Labour force (end November) to calculating  unemployment"
"AFSTB1"	"Employed persons"
"AFSTB11"	"Employed persons (end November)"
"AFSTB2"	"Average commuting distance"
"AFSTB22"	"Average commuting distance (end November)"
"PEND100"	"Employed (end November)"
"AFSTA1"	"Employed persons"
"AFSTA11"	"Employed persons (end November)"
"AFSTA2"	"Average commuting distance (end November)"
"AFSTA22"	"Average commuting distance (end November)"
"PEND101"	"Employed (end November)"
"FRA020"	"Absence"
"FRA021"	"Absence"
"FRA022"	"Absence"
"FRA023"	"Absence"
"FRA024"	"Absence"
"FRA025"	"Absence in governmental sector"
"FRA026"	"Absence in the governmental sector"
"FRA027"	"Absence in the municipality sector"
"FRA028"	"Absence in the regional sector"
"FRA029"	"Absence in the private sector"
"FRA030"	"Absence in the private sector"
"FRA011"	"Absence"
"FRA02"	"Absence"
"FRA033"	"Absence"
"FRA044"	"Absence"
"FRA05"	"Absence"
"FRA10"	"Absence in governmental sector"
"FRA12"	"Absence in the municipality sector"
"FRA13"	"Absence in the regional sector"
"FRA14"	"Absence in the private sector"
"FRA15"	"Absence in the private sector"
"ABST1"	"Work stoppages"
"ILON12"	"Indices of average earnings in Corporations and Organizations"
"ILON15"	"Annual pct. change  of average earnings in Corporations and Organizations"
"ILON22"	"Indices of average earnings in the public sector, central government"
"ILON25"	"Annual pct. change of average earnings in the public sector, central government"
"ILON32"	"Indices of average earnings in the public sector, local government"
"ILON35"	"Annual pct. change of average earnings in the public sector, local government"
"ILON42"	"Indices and annual pct change of average earnings"
"ILON52"	"Indices and annual pct change of average earnings"
"LONS20"	"Earnings"
"LONS30"	"Earnings"
"LONS40"	"Earnings"
"LONS50"	"Earnings"
"LONS10"	"Earnings"
"SLON21"	"Earnings"
"SLON30"	"Earnings"
"SLON40"	"Earnings"
"SLON50"	"Earnings"
"SLON10"	"Earnings"
"SAO12"	"Total labour costs in the private sector"
"SAO21"	"Other labour costs in the private sector"
"SAO32"	"Total labour costs in the private sector"
"SAO42"	"Other labour costs in the private sector"
"INDKP101"	"People"
"INDKP102"	"Income, total"
"INDKP104"	"Income, persons"
"INDKP105"	"Income, total"
"INDKP106"	"Disposable income"
"INDKP107"	"Income, persons"
"INDKP111"	"Income"
"INDKFRF2"	"Percentiles of the value of interest rate deductions for borrowers"
"INDKFRF1"	"Median value of interest rate deductions for borrowers"
"FORM1"	"Property"
"FORM2"	"Property"
"AINDK1"	"A-income"
"AINDK2"	"A-income, total"
"AINDK3"	"Payout after deduction of tax etc"
"INDKF104"	"Income"
"INDKF107"	"Level of education of the family"
"INDKF111"	"Income for families"
"INDKF122"	"Income"
"INDKF132"	"Disposable family income"
"INDKF101"	"Income"
"INDKF11A"	"Number of families"
"INDKF102"	"Income"
"INDKF9"	"Families"
"EJDFOE1"	"Market value for households real estate"
"EJERFOF1"	"Wealth in real estate and selected components of financial wealth and loans"
"EJERFOF2"	"Wealth in real estate and selected components of financial wealth and loans"
"EJERFOF3"	"Wealth in real estate and selected components of financial wealth and loans"
"EJERFOF4"	"Wealth in real estate and selected components of financial wealth and loans"
"TJEN01"	"Accrued civil servant pension for active civil servants"
"TJEN02"	"Accrued civil servant pension for retired civil servant"
"PENS1"	"Value of pensions schemes for families"
"PENS2"	"Value of pension schemes by families"
"PENS3"	"Value of pension schemes for persons"
"PENS4"	"Value of pensionsschemes of families"
"PRIS6"	"Consumer price index"
"PRIS61"	"Consumer price index"
"PRIS8"	"Consumer price index, annual average"
"PRIS9"	"Consumer price index, annual rate of change"
"PRIS12"	"Consumer price index"
"PRIS14"	"Rate of change from the same month last year"
"PRIS7"	"Net price index"
"PRIS71"	"Net prise index"
"PRIS13"	"Net price index"
"PPP"	"Purchasing power parities and international volume and price comparision"
"PPP11"	"Purchasing power parities and international volume and price comparison"
"PPP1"	"Price level indices for food EU27=100"
"PRIS5"	"EU-harmonized consumer price index"
"PRIS51"	"EU-harmonized consumer price index (HICP-CT)with constant taxes"
"PRIS52"	"EU-harmonized consumer price index"
"PRIS40"	"Producer price index for commodities"
"PRIS42"	"Producer price index for commodities"
"PRIS41"	"Import price index for commodities"
"PRIS11"	"Price index for Domestic Supply"
"PRIS15"	"Producer price Index for Services"
"LPRIS10"	"Prices on selected agricultural output"
"LPRIS15"	"Sales prices at pot plants"
"LPRIS20"	"Price indices for agricultural sale and purchase"
"LPRIS25"	"Price indices for agricultural sale and purchase"
"LPRIS30"	"Prices at agricultural output"
"LPRIS35"	"Prices at agricultural input"
"FU5"	"Household yearly consumption"
"FU6"	"Coherence between income and consumption"
"FU7"	"The economic of households"
"FU10"	"Household Budget Survey priceextrapolated"
"ALKO2"	"Consumption and sales of alcohol and tobacco, subject to excises duties, by pop."
"ALKO3"	"Consumption and sales of alcohol, subject to excises duties"
"ALKO4"	"Consumption and sales of alcohol and tobacco, subject to excises duties"
"VARFORBR"	"The families possession of home appliances"
"FORV1"	"Consumer confidence indicator"
"EJEN14"	"Price index for sales of property"
"EJEN5"	"Price index for sales of property"
"EJEN55"	"Price index for sales of property"
"EJEN6"	"Price index for sales property"
"EJEN66"	"Price index for sales property"
"EJEN13"	"Sales of real property"
"EJEN77"	"Sales of real property"
"EJEN88"	"Sales of real property"
"EJEN11"	"One family houses and owner-occupied flats"
"TVANG1"	"Announcements of forced sales of real property"
"TVANG2"	"Announcements of forced sales of real property"
"BIL5"	"New registration of motor vehicles"
"BIL55"	"New registrated passenger cars"
"BIL6"	"New registrations, sale of second hand vehicles and stock etc."
"EE1"	"New registrated private cars"
"EE2"	"New registrations of petrol powered passenger cars"
"EE3"	"New registrations of diesel powered passenger cars"
"BIL600"	"Families purchase of vehicles"
"BIL62"	"Families purchase of vehicles"
"BIL63"	"Families purchase of vehicles"
"BIL64"	"Families purchase of vehicles"
"BIL65"	"Families purchase of vehicles"
"BIL66"	"Families purchase of vehicles"
"BIL67"	"Families purchase of vehicles"
"BIL68"	"Families purchase of vehicles"
"BIL69"	"Families purchase of vehicles"
"BIL70"	"Families purchase of vehicles"
"BIL71"	"Families purchase of vehicles"
"BIL800"	"Families disposal of vehicles"
"BIL811"	"Families disposal of vehicles"
"BIL82"	"Families disposal of vehicles"
"BIL83"	"Families disposal of vehicles"
"BIL84"	"Families disposal of vehicles"
"BIL85"	"Families disposal of vehicles"
"BIL86"	"Families disposal of vehicles"
"BIL87"	"Families disposal of vehicles"
"BIL88"	"Families disposal of vehicles"
"BIL89"	"Families' disposal of vehicles"
"BIL90"	"Families disposal of vehicles"
"BIL91"	"Families disposal of vehicles"
"BIL707"	"Stock of vehicles per 1 January"
"BIL8"	"Stock of vehicles per 1. January"
"BIL907"	"Stock on trailers per 1 January"
"BIL10"	"Stock om passenger cars per 1 January"
"BIL11"	"Stock on cars per 1 January"
"BYG4"	"Construction cost index for residential buildings"
"BYG5"	"Construction cost index for residential buildings"
"BYG6"	"Construction cost indices for civil engineering projects"
"BYG7"	"Construction cost indices for civil engineering projects"
"BYG9"	"Cost indices for refuse collection and slurry pump"
"NAN1"	"Demand and supply"
"NAN2"	"Real gross national disposable income etc."
"NAN3"	"Consumption, disposable income and saving for households and NPISH"
"NAH1"	"0 Goods and services (full sequence)"
"NAHL2"	"1-2.1.1 Production, GDP and  generation of income (main table)"
"NAHO2"	"1-2.1.1 Production, GDP and  generation of income (summary table)"
"NAHD21"	"1 Production (full sequence)"
"NAHD22"	"2.1.1 Generation of income (full sequence)"
"NAHO3"	"2.1.2 Allocation and use of income (summary table)"
"NAHD31"	"2.1.2 Allocation of primary income (full sequence)"
"NAHD32"	"2.2 Secondary distribution of income (full sequence)"
"NAHD33"	"2.4.1 Use of disposable income (full sequence)"
"NAHD34"	"3.1 Capital (full sequence)"
"NAHL4"	"5 Rest of the world (ROW) (main table)"
"NAHO4"	"5 Rest of the world (ROW) (summary table)"
"NAHD4"	"5 Rest of the world (full sequence)"
"NAHF"	"Financial accounts, total economy, full sequence detailed"
"NAHK"	"Accumulation account and balance sheets, fixed assets"
"NAHC1"	"Consumption"
"NAHC11"	"Individual consumption"
"NAHC12"	"Collective consumption"
"NAHC21"	"Final consumption of households on the economic territory (11 grp)"
"NAHC22"	"Final consumption of households on the economic territory (41 grp)"
"NAHC23"	"Final consumption of households on the economic territory (72 grp)"
"NAHC3"	"Final consumption of households on the economic territory"
"NAHI"	"Gross capital formation"
"NAHB"	"Employment and population"
"NABP10"	"1-2.1.1 Production and  generation of income (10a3-grouping)"
"NABK10"	"Accumulation account and balance sheets, fixed assets (10a3-grouping)"
"NABB10"	"Employment (10a3-grouping)"
"NABP19"	"1-2.1.1 Production and  generation of income (19a2-grouping)"
"NABK19"	"Accumulation account and balance sheets, fixed assets (19a2-grouping)"
"NABB19"	"Employment (19a2-grouping)"
"NABP36"	"1-2.1.1 Production and  generation of income (36a2-grouping)"
"NABK36"	"Accumulation account and balance sheets, fixed assets (36a2-grouping)"
"NABB36"	"Employment (36a2-grouping)"
"NABP69"	"1-2.1.1 Production  and generation of income (69-grouping)"
"NABK69"	"Accumulation account and balance sheets, fixed assets (69-grouping)"
"NABB69"	"Employment (69-grouping)"
"NABP117"	"1-2.1.1 Production and  generation of income (117-grouping)"
"NABB117"	"Employment (117-grouping)"
"NASL1"	"1-2.1.1 Production and  generation  of income (main table)"
"NASO1"	"1-2.1.1 Production and  generation  of income (summary table)"
"NASD11"	"1 Production (full sequence)"
"NASD12"	"2.1.1 Generation of income (full sequence)"
"NASL2"	"2.1.2-3.1 Allocation and  use of income (main table)"
"NASO2"	"2.1.2-3.1 Allocation and  use of income (summary table)"
"NASD21"	"2.1.2 Allocation of primary income (full sequence)"
"NASD22"	"2.2 Secondary distribution of income (full sequence)"
"NASD23"	"2.4.1 Use of disposable income (full sequence)"
"NASD24"	"3.1 Capital (full sequence)"
"NAS3"	"2.3 + 2.4.2 Adjusted disposable  income (supplementary table)"
"NASK"	"Accumulation account and balance sheets, fixed assets"
"NASF"	"Financial accounts and balance sheet"
"NKN1"	"Demand and supply"
"NKN2"	"Real gross national disposable income etc."
"NKN3"	"Consumption, disposable income and saving for households and NPISH,seasonal adj."
"NKH1"	"0 Goods and services"
"NKHO2"	"1-2.1.1 Production, GDP and  generation of income (summary table)"
"NKHO3"	"2.1.2 Allocation and  use of income (summary table)"
"NKHL4"	"5 Rest of the world (ROW)"
"NKHC1"	"Consumption"
"NKHC21"	"Final consumption of households on the economic territory (11 grp)"
"NKHC3"	"Final consumption of households on the economic territory"
"NKHI"	"Gross capital formation"
"NKHB"	"Employment and population"
"NKBP10"	"1-2.1.1 Production and  generation of income (10a3-grouping)"
"NKBB10"	"Employment (10a3-grouping)"
"NKSO1"	"1-2.1.1 Production and  generation  of income (summary table)"
"NKSO2"	"2.1.2-3.1 Allocation and  use of income (summary table)"
"NKS3"	"2.3 + 2.4.2 Adjusted disposable income (supplementary table)"
"DNFIK"	"Quarterly financial accounts"
"NRHP"	"1-2.1.1 Production, GDP and generation of income"
"NRHB"	"Population"
"NRBP10"	"1-2.1.1 Production  and generation of income (10a3-grouping)"
"NRBI10"	"Gross fixed capital formation (10a3-grouping)"
"NRBB10"	"Employment (10a3-grouping)"
"NRS"	"Households' income"
"NOF1"	"Real expenditure by general government"
"NP23"	"Labour productivity"
"NP25V"	"Growth Accounts"
"NP25"	"Productivity"
"NATP28"	"Productivity, KLEMS"
"NATP28V"	"Growth Accounts, KLEMS"
"NIO1"	"Input-output table. Supply by industries, by use and price unit."
"NIO2"	"Input-output table. Unallocated imports by use and price unit."
"NIO3"	"Input-output table. Primary inputs by use and price unit."
"NIO4"	"Input-output table. Totals of supply by use and price unit."
"NIO5"	"Employment"
"OFF14"	"Public finances"
"OFF3"	"General government, expenditure and income"
"OFF26"	"General government, final consumption expenditures"
"OFF29"	"General government, COFOG"
"OFF24"	"Expenditure of general government"
"OFF10"	"Gereral government, income transfers (to households)"
"OFF17"	"General government, subsidies (to corporations)"
"OFF18"	"Specification of interest payments and interest receivables etc."
"OFF12"	"General government, taxes"
"OFF25"	"General government, expenditures by function and type of transaction"
"FOUBUD4"	"Central Government appropriations for R&D"
"FOUBUD5"	"Central Government appropriations for R&D"
"OFF14X"	"Public finances"
"OFF3K"	"General government, expenditure and income"
"OFF26K"	"General government, final consumption expenditures"
"OFF10K"	"Gereral government, income transfers (to households)"
"OFF12K"	"General government, taxes"
"OFF3B"	"General government (budget)"
"OFF26B"	"General government (budget)"
"OFF29B"	"General government (budget), COFOG"
"OFF10B"	"General government, income transfers (to households)"
"OFF13"	"Financial accounts"
"OFF22"	"Financial accounts"
"DNSOSB"	"Central government finance and debt"
"DNSOST"	"Central government finance and debt, transactions"
"UDG11"	"Social expenditure"
"UDG12"	"Social expenditure"
"EDP1"	"EU-countries, public finances"
"EDP2"	"EU-countries, public finances"
"EDP3"	"Denmark's EMU-debt and EMU-deficit"
"EDP4"	"Denmark's EMU-debt and EMU-deficit"
"EDP5"	"Quarterly Danish EMU-debt"
"REGK63"	"Municipalities financial assets and liabilities"
"REGK64"	"Municipalities liquidity (DKK 1.000)"
"REGK65"	"Municipalities long-term borrowing (DKK 1.000)"
"REGK73"	"Movement in liquid assets for the municipalities (DKK 1.000)"
"REGK74"	"Movements in long-term borrowing for the municipalities (DKK 1.000)"
"REGK1E"	"Municipality provisional accounts (DKK 1,000)"
"REGK3E"	"Accounts provisional municipalities (1.000 kr.)"
"REGK2"	"The financial part of the municipality accounts (DKK 1.000)"
"REGK4"	"Balance of municipalities (DKK 1.000)"
"REGK11"	"Municipality accounts (DKK 1.000)"
"REGK31"	"Accounts of municipalities ( DKK 1.000)"
"REGK41"	"None"
"REGK53"	"None"
"REGK54"	"None"
"BUDK1"	"Municipality budgets (DKK 1.000)"
"BUDK2"	"The financial part of the municipality budgets (DKK 1.000)"
"BUDK32"	"Budgets of municipalities (DKK 1000)"
"BUDK53"	"None"
"REGR41"	"None"
"REGR55"	"Region accounts"
"REGR63"	"Regions financial assets and liabilities"
"REGR64"	"Regions liquidity (DKK 1.000)"
"REGR65"	"Regions long-term borrowing (DKK 1.000)"
"REGR1E"	"Regions provisional accounts"
"REGR3E"	"Regions provisional accounts"
"REGR11"	"Regionernes regnskaber"
"REGR31"	"Regionernes regnskaber"
"REGR4"	"Balance of regions (DKK 1.000)"
"BUDR32"	"County budgets (DKK 1.000)"
"BUDR1"	"County budgets (DKK 1.000)"
"SKAT"	"Taxation total, divided into rates and dues"
"SKRES1"	"Taxes and duties in arrears"
"SKRES2"	"Taxes not paid in, periodicity"
"SKTRYK"	"Tax level"
"SKATX"	"Taxation total, divided into rates and dues"
"SKTRYKX"	"Tax level"
"PSKAT"	"Local government personal taxation"
"PSKAT1"	"Taxpayers incomes and taxes"
"PSKAT2"	"Income and deduction at assessment"
"PSKAT3"	"Number of taxpayers"
"EJDSK1"	"Taxes on real property"
"ESKAT"	"Valuation and taxation of real property"
"EJDSK2"	"Taxes on real property"
"SELSK1"	"Corporations etc."
"SELSK2"	"Taxpaying corporations, etc."
"SELSK3"	"Corporation tax levied - DB07"
"DNVPDKR"	"VP-registered securities"
"DNVPDKS"	"VP-registered securities"
"DNVPDKU"	"VP-registered securities"
"DNVPDKF"	"VP-registered securities by ISIN codes"
"DNVPDKBR"	"Type of security"
"DNVPEJER"	"Investor concentration in Danish mortgage-credit bonds"
"DNVPSTRS"	"Structured bonds by characteristics"
"DNVPSTRH"	"Structured bonds by underlying asset types and investor sector"
"DNRENTD"	"Interest rates"
"DNRENTM"	"Interest rates"
"DNRENTA"	"Interest rates"
"MPK3"	"Danmarks Nationalbank's official interest rates,"
"MPK13"	"Share index (at end of period)"
"MPK18"	"The bank's average deposit and lending interest rates (p.c. per annum)"
"MPK22"	"Effective rate on bonds (at end of period)"
"MPK100"	"Government bond yields"
"DNRUUM"	"Outstanding domestic loans from the MFI sector excl. Danmarks Nationalbank"
"DNRUUPI"	"Outstanding domestic loans from banks"
"DNRUURI"	"Outstanding domestic mortgage loans from mortgage banks"
"DNRUIPI"	"Outstanding domestic deposits in banks"
"DNRNUM"	"New dom. loans excl. revolving loans, etc. from MFI sector excl. Danm. Nat.bank"
"DNRNUPI"	"New domestic loans excl. revolving loans, etc. from banks"
"DNRNURI"	"New domestic mortgage loans excl. revolving loans etc. from mortgage banks"
"DNRNIM"	"New domestic deposits in the MFI sector excl. Danmarks Nationalbank"
"DNRNIPI"	"New domestic deposits in banks"
"DNRUPPPI"	"Banks outstanding domestic amounts by 10 per cent percentiles"
"DNRURPI"	"Banks outstanding domestic amounts - Interest rate margins"
"DNRUGPI"	"Banks domestic new business and outstanding amounts by bank size"
"DNRIURQ"	"Mortgage banks outstanding domestic mortgage loans - Quarterly payments"
"DNVALD"	"Daily exchange rates"
"DNVALM"	"Monthly exchange rates"
"DNVALQ"	"Quarterly exchange rates"
"DNVALA"	"Yearly exchange rates"
"DNPNOGL"	"Key figures for banks"
"DNPM"	"Banks' lending and deposits in the overnight money market"
"MPK39"	"Profit and loss account of Danish banks"
"DNRUDDKB"	"Domestics mortgage loans from mortgage banks"
"MPK41"	"Danish electronic payment card system"
"MPK43"	"Long-term savings schemes with deposit accounts"
"MPK60"	"Danish electronic payment cards issued"
"DNPINDK"	"Domestic deposits in banks"
"DNPIN"	"Deposits in total in banks"
"DNPUDDK3"	"Domestic loans from banks to households and businesses"
"DNPUDDK2"	"Domestic loans from banks to households and businesses"
"DNPUDDK1"	"Domestic loans from banks to households and businesses"
"DNPUDDK"	"Domestics loans from banks"
"DNPUD"	"Loans in total from banks"
"DNPINDKB"	"Domestic deposits in banks"
"DNRNOGL"	"Key figures for mortgage banks"
"MPK47"	"Profit and loss account of mortgage credit institutions"
"DNRUDDKI"	"Domestic mortgage loans from mortgage banks"
"DNRUDDKS"	"Domestic mortgage loans from mortgage banks"
"DNPUDDKB"	"Domestics loans from banks"
"DNMNOGL"	"Key figures for MFI-sector"
"DNMIN"	"Deposits in total in the consolidated MFI sector excl. Danmarks Nationalbank"
"DNBALD"	"Balance sheet items of the MFI sector, excl. Danmarks Nationalbank"
"DNBALA"	"Balance sheet items of the MFI sector, excl. Danmarks Nationalbank"
"DNMUD"	"Loans in total from the consolidated MFI sector, excl. Danmarks Nationalbank"
"DNINTVAL"	"International reserve assets (IMF compilation)"
"DNBETAL"	"Foreign currency liquidity (IMF compilation)"
"DNPRND"	"The banks' and the mortgage-credit institutes' accounts (net position) with the"
"DNSNB2"	"Specification on Danmarks Nationalbank's balance sheet - Transactions"
"DNSNB1"	"Specification on Danmarks Nationalbank's balance sheet - Stock"
"MPK38"	"Profit and loss account  of Danmarks Nationalbank"
"DNUDPRIV"	"Credit condition survey, lending to households"
"DNUDERHV"	"Credit condition survey, Corporate Lending"
"MPK30"	"Consumer credit, end of quarter"
"MPK31"	"Major finance companies, leasing"
"MPK57"	"Finance companies"
"MPK58"	"Finance companies profit and loss account"
"MPK59"	"Finance companies balance sheets"
"DNIFBAL"	"Balance of investment funds broken down"
"DNIFAM"	"Investment fund shares/units broken down"
"DNIFAFD"	"Investment fund shares/units broken down by fund category, country and sector"
"DNIFIM"	"Investment fund shares/units broken down"
"DNIFRIS"	"Investment fund shares/units broken down"
"DNIFO"	"Investment fund statistic - selected items broken down"
"DNIFLOB"	"Investment funds holding of bonds broken down"
"DNIFVAL1"	"Investment fund statistic - selected items broken down by currency"
"MPK50"	"Profit and loss account of life assurance companies"
"MPK51"	"Balance sheet of life assurance companies"
"MPK53"	"Balance sheet of non-life insurance companies"
"MPK52"	"Result on loss account of non-life insurance companies"
"MPK49"	"Pensions funds"
"MPK55"	"Financial sector, main figures"
"MPK54"	"Non-life insurance"
"UHV1"	"Total external trade"
"UHV2"	"Total external trade"
"UHV3"	"Total external trade"
"UHV4"	"Total external trade"
"UHV5"	"Total external trade"
"UHV6"	"Total external trade"
"UHV7"	"Total external trade"
"KN8M"	"Imports and exports CN (EU Combined Nomenclature)"
"KN8Y"	"Imports and exports CN (EU Combined Nomenclature)"
"SITC2R4M"	"Value of imports"
"SITC2R4Y"	"Value of imports"
"SITC5R4M"	"Imports and exports (Rev.4 SITC)"
"SITC5R4Y"	"Imports and exports (Rev.4 SITC)"
"BEC2M"	"Value of imports"
"BEC2Y"	"Value of imports"
"KONJ2M"	"Value of exports"
"KONJ2Y"	"Value of exports"
"DKTEC1"	"Trade by enterprise characteristics"
"DKTEC2"	"Trade by enterprise characteristics"
"DKTEC3"	"Trade by enterprise characteristics"
"DKTEC4"	"Trade by enterprise characteristics"
"UHIX"	"Index on total external trade"
"SITCIX"	"Index on imports and export"
"BECIX"	"Index on imports and main BEC groups"
"KONJIX"	"Index on exports and main KONJ groups"
"BEC3M"	"Quantity index and index of unit values for imports"
"BEC42"	"Quantity index and index of unit values for imports"
"KONJ3M"	"Quantity index and index of unit values for exports"
"KONJ42"	"Quantity index and index of unit values for exports"
"SITC62"	"Quantity index and index of unit values for exports"
"SITC82"	"Quantity index and index of unit values for imports"
"BYT2M"	"Terms of trade"
"BYT22"	"Terms of trade"
"UHT02"	"International trade in services, quarterly"
"UHT03"	"International trade in services, yearly"
"UHT4S1"	"International trade in services"
"UHT4S2"	"International trade in services"
"OEKO4"	"External trade with organic products"
"OEKO5"	"External trade with organic products"
"OEKO6"	"External trade with organic products"
"BB1"	"Balance of payments main items (DKK mio.)"
"BB1S"	"Balance of payment main items"
"BB2"	"Balance of payment, quarterly"
"BB3"	"Balance of payment, yearly"
"DNFP"	"Balance of payment, financial account"
"DNFPK"	"Balance of payments, financial account compressed"
"DNBOPP"	"Foreign Portfolio investments"
"DNDIQ"	"Quarterly flow statistics on direct investment"
"DNKAP"	"Denmarks international investment position"
"DNKAPK"	"Denmarks international investment position compressed"
"DNDIA"	"Yearly stock statistics on direct investments"
"DNVPU"	"Papirer udstedt i udlandet"
"ERHV1"	"Workplaces, job, full-time employment, wage and salary cost"
"ERHV2"	"Workplaces and job"
"ERHV3"	"Workplaces and job"
"ERHV4"	"Workplaces"
"ERHV5"	"Workplaces"
"KONC1"	"Enterprise groups in Denmark"
"KONC2"	"Enterprise groups in Denmark"
"KONC3"	"Enterprises in total and enterprises in a group"
"KONC4"	"Enterprise groups in Denmark with two or more active enterprises"
"KONC5"	"Enterprise groups in Denmark with two or more active enterprises"
"FIKS11"	"Purchases and sales"
"FIKS22"	"Purchases and sales (19-grouping)"
"FIKS33"	"Purchases and sales (36 og 127-grouping)"
"FIKS44"	"Purchases and sales (detailed)"
"FIKS55"	"Purchases and sales"
"FIKS9"	"Purchases and sales historic summary"
"GF1"	"General enterprise statistics"
"GF2"	"General enterprise statistics"
"GF3"	"General enterprise statistics"
"GF5"	"General enterprise statistics"
"GF6"	"General enterprise statistics"
"GF7"	"General enterprise statistics"
"VIV"	"New high growth enterprises"
"ATF1"	"Enterprises seeking to obtain finance"
"ATF2"	"Enterprises seeking to obtain finance"
"ATF3"	"Enterprises seeking to obtain finance"
"DEMO1"	"Business Demography"
"DEMO2"	"Business Demography"
"DEMO3"	"Business Demography"
"DEMO4"	"Business Demography"
"DEMO5"	"Business Demography"
"DEMO6"	"Business Demography"
"KONK3"	"Bankruptcies"
"KONK4"	"Bankruptcies"
"KONK5"	"Bankruptcies"
"KONK6"	"Bankruptcies"
"KONK7"	"Bankruptcies"
"KONK8"	"Bankruptcies"
"KONK9"	"Bankruptcies (historical summary)"
"REGNLA4"	"Accounts statistics"
"REGNLA5"	"Key figures in per cent for accounts statistics"
"REGN5"	"Accounts statistics"
"REGN5A"	"Key figures in per cent for accounts statistics"
"REGN1"	"Accounts statistics"
"REGN1A"	"Key figures in per cent for accounts statistics"
"REGN2"	"Accounts statistics"
"REGN2A"	"Key figures in per cent for accounts statistics"
"REGN3"	"Accounts statistics"
"REGN3A"	"Key figures in per cent for accounts statistics"
"ITERHV"	"Key figures for the ICT-business in Denmark"
"VITU107"	"ICT-expenditure in enterprises (DB07)"
"VITU207"	"ICT-expenditure per full time employee in enterprises"
"REGN8"	"Accounts statistics (DB07)"
"IFATSF1"	"Foreign owned enterprises"
"IFATSF2"	"Foreign owned enterprises"
"OFATS1"	"Danish foreign affiliates"
"OFATS2"	"Danish foreign affiliates"
"OFATS3"	"Danish foreign affiliates"
"OFATS4"	"Danish foreign affiliates"
"ORGOUT10"	"International sourcing"
"ORGOUT20"	"Jobs sourced internationally"
"ORGOUT30"	"International sourcing of functions"
"ORGOUT40"	"Enterprise motivation factors for international sourcing"
"ORGOUT50"	"Employment in foreign affiliates"
"ORGOUT51"	"Employment in foreign affiliates"
"ORGOUT52"	"Employment in foreign affiliates of Danish manufacturing enterprises"
"BARO1"	"Industrial trends"
"BARO2"	"Assessments at the end of period (preceding quarter)"
"BARO3"	"Limits to production (end of preceding quarter)"
"BARO4"	"Capacity utilisation (end of preceding quarter)"
