"ID"	"Title"	"Path"
"010_sijk_tau_101.px"	"Main type of activity of completers of qualifications one year after graduation by field of education in 2007 to 2013"	"kou/sijk"
"020_sijk_tau_102.px"	"Main type of activity of completers of qualifications one year after graduation by region of residence in 2007 to 2013"	"kou/sijk"
"010_vkour_tau_101.px"	"Population aged 15 or over by level of education, municipality, gender and age 1970-2013"	"kou/vkour"
"010_yop_tau_101.px"	"Students and qualifications in 2001 to 2014 and new students in 2012 to 2014 in universities  by university and education"	"kou/yop"
"008_kttav_tau_100.px"	"Volume of goods and transport performance of domestic road transport by quarter 2001-2015"	"lii/kttav"
"010_kvliik_tau_101.px"	"Goods volumes and transport performance in domestic waterborne traffic 2000-2015"	"lii/kvliik"
"020_kvliik_tau_102.px"	"Arrivals of ships in domestic goods traffic 2000-2015"	"lii/kvliik"
"030_kvliik_tau_103.px"	"Goods volumes by port of departure and destination in domestic shipborne traffic 2000-2015"	"lii/kvliik"
"040_kvliik_tau_104.px"	"Goods volumes by port and commodity group in domestic shipborne traffic 2000-2015"	"lii/kvliik"
"010_matk_tau_101_en.px"	"Hotel capacity and capacity utilization"	"lii/matk"
"020_matk_tau_102_en.px"	"Visitor arrivals and nights spend in hotels"	"lii/matk"
"030_matk_tau_103_en.px"	"Accommodation establishment capacity and capacity utilization"	"lii/matk"
"040_matk_tau_104_en.px"	"Visitor arrivals and nights spend in all accommodation establishments"	"lii/matk"
"050_matk_tau_105_en.px"	"Accommodation establishment capacity"	"lii/matk"
"060_matk_tau_106_en.px"	"Accommodation establishment capacity"	"lii/matk"
"010_merek_tau_101.px"	"First registrations of vehicles, monthly 1999 to 2015"	"lii/merek"
"020_merek_tau_102.px"	"First registrations of motor vehicles, 1960-2014"	"lii/merek"
"010_mkan_tau_101.px"	"Number of vehicles registered, 31.12.1922-2014"	"lii/mkan"
"020_mltm_tau_101.px"	"Gross income from Finnish and time-charted foreign vessels in foreign sea transport in 1985-2013, million euros"	"lii/mltm"
"040_mltm_tau_102.px"	"Expenditure from Finnish and time-charted foreign vessels in foreign sea transport paid abroad 1985-2013, million euros"	"lii/mltm"
"010_rajal_tau_101.px"	"Border Traffic (Passengers), 19992014"	"lii/rajal"
"010_saikalt_tau_101.px"	"Saimaa canal transport by commodity group 2000-2015"	"lii/saikalt"
"020_saikalt_tau_102.px"	"Arrivals in Saimaa canal traffic 2000-2015"	"lii/saikalt"
"020_smat_tau_101.px"	"Finnish residents' overnight trips in 1991-2014"	"lii/smat"
"025_smat_tau_129.px"	"Finnish residents' trips abroad in 2012 to 2014"	"lii/smat"
"030_smat_tau_103.px"	"Trips abroad by persons aged 15 to 74 in 2000-2011"	"lii/smat"
"090_ton_tau_109.px"	"Killed and injured in road traffic accidents 1931 - 2014"	"lii/ton"
"010_tyoma_tau_101.px"	"Average commuting distance, 1980-2007"	"lii/tyoma"
"010_uvliik_tau_101.px"	"International sea transport by port and commodity group 2000-2015"	"lii/uvliik"
"020_uvliik_tau_102.px"	"Carriage of vehicles and other transport equipment by sea between Finland and foreign countries 2000-2015"	"lii/uvliik"
"030_uvliik_tau_103.px"	"Carriage of containers by sea between Finland and foreign countries 2000-2015"	"lii/uvliik"
"040_uvliik_tau_104.px"	"Transit transport via finnish ports by commodity group 2000-2015"	"lii/uvliik"
"050_uvliik_tau_105.px"	"Transport performance in foreign sea traffic 2000-2015"	"lii/uvliik"
"060_uvliik_tau_106.px"	"Passenger Traffic between Finland and foreign countries by port and country 2000-2015"	"lii/uvliik"
"070_uvliik_tau_107.px"	"Arrivals in foreign traffic by port 2000-2015"	"lii/uvliik"
"010_akmer_tau_101.px"	"Fishery catch in Finland (1000 kg)"	"maa/akmer"
"010_satot_tau_101.px"	"Grain crop, 19202014"	"maa/satot"
"010_satot_tau_102.px"	"Grain crop, 19202014"	"maa/satot"
"005_koikrr_tau_102_en.px"	"Criminal matters decided at district courts in 2009 to 2013 Region, Data, composition of the district court, Crime and Year as variables"	"oik/koikrr"
"005_koikrs_tau_103_en.px"	"Civil cases concluded by District Courts 2004-2013, method of instituting proceedings and conclusions"	"oik/koikrs"
"006_koikrs_tau_104_en.px"	"Civil cases concluded by Distric courts in 2004-2013, position of party, position of deciding officer and deciding composition"	"oik/koikrs"
"010_koikrs_tau_101_en.px"	"Civil cases concluded by District Courts 1995-2009, method of instituting proceedings and conclusions"	"oik/koikrs"
"020_koikrs_tau_102_en.px"	"Civil cases concluded by Distric courts in 1998 - 2009, position of party, position of deciding officer and deciding composition"	"oik/koikrs"
"030_konk_tau_103.px"	"Bankruptcies from 1986"	"oik/konk"
"010_omulos_tau_101.px"	"Debtors in enforcement, status at year end / end of month, 19892012"	"oik/omulos"
"010_omulos_tau_102.px"	"Debtors in enforcement during the year, 20052015"	"oik/omulos"
"010_optula_tau_101.px"	"Homicide 1754-2013"	"oik/optula"
"020_optula_tau_102.px"	"Juvenile delinquency 19952012"	"oik/optula"
"030_optula_tau_103.px"	"Fear of crime 2012-2014"	"oik/optula"
"031_optula_tau_103.px"	"Fear of crime 1988-2009"	"oik/optula"
"040_optula_tau_104.px"	"Crime victimization in 2012-2014"	"oik/optula"
"041_optula_tau_104.px"	"Crime victimization 1980-2009"	"oik/optula"
"020_polrik_tau_102.px"	"Crimes and their clearance 1980-2013"	"oik/polrik"
"040_polrik_tau_104.px"	"Family violence by victim's age 2009-2013"	"oik/polrik"
"045_polrik_tau_105.px"	"Victims of certain offences by age and region 2009-2013"	"oik/polrik"
"010_rpk_tau_107.px"	"1. Offences by month 2009-2015"	"oik/rpk"
"020_rpk_tau_102.px"	"2. Crimes and their clearance 1980-2014"	"oik/rpk"
"040_rpk_tau_104.px"	"3. Domestic violence and intimate partner violence reported as an offence 2009-2014"	"oik/rpk"
"045_rpk_tau_105.px"	"4. Victims of certain offences by age and region 2009-2014"	"oik/rpk"
"050_rpk_tau_105.px"	"5. Persons suspected of solved offences by age gruop and municipality 2006-2014"	"oik/rpk"
"053_rpk_tau_153.px"	"6. Persons suspected of offences by main activity and age gruop 2011-2014"	"oik/rpk"
"054_rpk_tau_154.px"	"7. Persons suspected of offences by level of education and age gruop 2011-2014"	"oik/rpk"
"055_rpk_tau_155.px"	"8. Persons suspected of offences by socio-economic group and age gruop 2011-2014"	"oik/rpk"
"056_rpk_tau_156.px"	"9. Persons suspected of offences by income and age gruop 2011-2014"	"oik/rpk"
"060_rpk_tau_106.px"	"10. Persons suspected of solved offences by age, the most aggravated crime of year and municipality 2006-2014"	"oik/rpk"
"070_rpk_tau_109.px"	"11. Persons suspected of solved offences by nationality, age and place of residence in 2009-2014"	"oik/rpk"
"075_rpk_tau_110.px"	"12. Persons suspected of offences by origin, age group and sex 2011-2014"	"oik/rpk"
"090_rpk_tau_107.px"	"13. Certain police tasks by municipality 1980-2014"	"oik/rpk"
"010_ati_tau_105_en.px"	"Index of wage and salary earnings and index of regular earnings by employer sector"	"pal/ati"
"015_ati_tau_116_en.px"	"Index of regular earnings 2010=100 fixed by the main category of occupations"	"pal/ati"
"020_ati_tau_102_en.px"	"Index of wage and salary earnings 1964=100"	"pal/ati"
"030_ati_tau_103.px"	"Average monthly earnings by sector and gender"	"pal/ati"
"140_ati_tau_114_en.px"	"Index of wage and salary earnings and index of regular earnings, percentage changes"	"pal/ati"
"009_ktps_tau_112_en.px"	"Wage and salary indices by industry 2010=100 (TOL 2008)"	"pal/ktps"
"010_ktps_tau_111_en.px"	"Wage and salary indices by industry 2005=100 (TOL 2008)"	"pal/ktps"
"004_plv_tau_103_en.px"	"Turnover of other services 2010=100 (TOL 2008)"	"pal/plv"
"010_tvki_tau_101.px"	"Labour Cost Index 2012=100 by industry (TOL 2008)."	"pal/tvki"
"020_tvki_tau_102.px"	"Labour cost index 2012 = 100 without one-off items by industry (TOL 2008)."	"pal/tvki"
"030_tvki_tau_103.px"	"Labour cost index 2012 = 100 the share of performance-based bonuses of wages and salaries sum by industry (TOL 2008), %."	"pal/tvki"
"040_tvki_tau_104.px"	"Labour cost index 2012 = 100 in the private sector, the share of perfomance-based bonuses and other one-off pay components of wages and salaries sum, %."	"pal/tvki"
"050_tvki_tau_105.px"	"Seasonally adjusted labour costs in the private sector by industry (TOL 2008). Labour cost index 2012 = 100"	"pal/tvki"
"060_tvki_tau_106.px"	"Seasonally adjusted labour costs excluding one-off items in the private sector by industry (TOL 2008). Labour cost index 2012 = 100"	"pal/tvki"
"070_tvki_tau_107.px"	"Labour Cost Index 2008=100 by industry (TOL 2008)."	"pal/tvki"
"080_tvki_tau_108.px"	"Labour cost index 2008 = 100 without one-off items by industry (TOL 2008)."	"pal/tvki"
"010_tvtutk_tau_101.px"	"Structure of labour costs by labour market sector in 2012 (share of labour costs, %)"	"pal/tvtutk"
"020_tvtutk_tau_102.px"	"Structure of labour costs by labour market sector in 1996, 2000, 2004, 2008 and 2012 (share of labour costs, %)"	"pal/tvtutk"
"004_plv_tau_103_en.px"	"Turnover of other services 2010=100 (TOL 2008)"	"pav/plv"
"005_plv_tau_102_en.px"	"Turnover of other services 2005=100 (TOL 2008)"	"pav/plv"
"001_lkan_tau_101.px"	"Credits by borrower sector, by quarter starting from 2014"	"rah/lkan"
"002_lkan_tau_102.px"	"Credits by purpose of use and by borrower sector, by quarter starting from 2014"	"rah/lkan"
"003_lkan_tau_103.px"	"Credits granted by other financial corporations to businesses by borrower industry (TOL2008), by quarter starting from 2014"	"rah/lkan"
"010_lkan_tau_101_en.px"	"Outstanding credit:Credits granted by other financial corporations by borrower sector, by quarter starting from 2001"	"rah/lkan"
"020_lkan_tau_102_en.px"	"Outstanding credit:Credits granted by other financial corporations by purpose of use and by borrower sector, by quarter starting from 2001"	"rah/lkan"
"030_lkan_tau_103_en.px"	"Outstanding credit:Credits granted by other financial corporations to businesses by borrower industry (TOL2008), by quarter starting from 2009"	"rah/lkan"
"040_lkan_tau_104_en.px"	"Business loans by sector and industry of borrower (TOL2002) by quarter in 2001-2008"	"rah/lkan"
"110_lkan_tau_110_en.px"	"Credits by lender and borrower sector by quarter since 2001"	"rah/lkan"
"120_lkan_tau_120_en.px"	"Credits by purpose of use and sector of lender and borrower by quarter since 2001"	"rah/lkan"
"130_lkan_tau_130_en.px"	"Business loans by sector and industry of borrower (TOL2008) by quarter since 2009"	"rah/lkan"
"010_llai_tau_110.px"	"Profit and loss accounts of credit institutions, by quarter starting from 2014"	"rah/llai"
"020_llai_tau_120.px"	"Balance sheets of credit institutions, by quarter starting from 2014"	"rah/llai"
"010_rato_tau_101_en.px"	"Outstanding credit:Credits granted by other financial corporations by borrower sector, by quarter starting from 2001"	"rah/rato"
"020_rato_tau_102_en.px"	"Outstanding credit:Credits granted by other financial corporations by purpose of use and by borrower sector, by quarter starting from 2001"	"rah/rato"
"030_rato_tau_103_en.px"	"Outstanding credit:Credits granted by other financial corporations to businesses by borrower industry (TOL2008), by quarter starting from 2009"	"rah/rato"
"010_rlea_tau_101.px"	"Financial leasing acquisitions and rents of lessors by lessee sector starting from 2009, EUR million"	"rah/rlea"
"010_spy_tau_110.px"	"Profit and loss accounts of investment firms, by quarter starting from 2014"	"rah/spy"
"020_spy_tau_120.px"	"Balance sheets of investment firms, by quarter starting from 2014"	"rah/spy"
"010_vato_tau_110.px"	"Balance sheets of employment pension, life insurance and non-life insurance companies"	"rah/vato"
"020_vato_tau_120.px"	"Profit and loss accounts of employment pension companies"	"rah/vato"
"030_vato_tau_130.px"	"Profit and loss accounts of life insurance companies"	"rah/vato"
"040_vato_tau_140.px"	"Profit and loss accounts of non-life insurance companies"	"rah/vato"
"008_ras_tau_108.px"	"Volume index of newbuilding 2010=100"	"rak/ras"
"009_ras_tau_105_en.px"	"Building and dwelling production"	"rak/ras"
"010_ras_tau_101_en.px"	"Building permits 1990-2014"	"rak/ras"
"020_ras_tau_102.px"	"Volume index of newbuilding 2005=100"	"rak/ras"
"030_ras_tau_103_en.px"	"Building and dwelling production 1990-2014"	"rak/ras"
"040_ras_tau_104_en.px"	"Building permits for renovation building 2000-2014"	"rak/ras"
"004_rlv_tau_108_en.px"	"Turnover of construction 2010=100 (TOL 2008)"	"rak/rlv"
"005_rlv_tau_107_en.px"	"Turnover of construction 2005=100 (TOL 2008)"	"rak/rlv"
"010_astuki_tau_100.px"	"General housing allowance: Recipient households by type of household 1980-2012"	"sos/astuki"
"010_elakkk_tau_100.px"	"Recipients of guarantee pension by age 2012-2014"	"sos/elakkk"
"010_elakkk_tau_101.px"	"Recipients of guarantee pension by age 31.12.2013"	"sos/elakkk"
"010_lasuo_tau_101.px"	"Kodin ulkopuolelle sijoitetut 0 - 17-vuotiaat, % vastaavanikisest vestst (1991-2013)"	"sos/lasuo"
"010_otuki_tau_101.px"	"Recipients of financial aid for higher education aged 25 years or over during the academic years 1997/1998-1998-2012/2013"	"sos/otuki"
"010_plhtuki_tau_100.px"	"Recipients of child home care allowance by gender 1998-2014"	"sos/plhtuki"
"010_toimtt_tau_101.px"	"Social assistance recipients as a proportion of the population, 19902013"	"sos/toimtt"
"010_atoi_tau_101_en.px"	"Industrial statistics on manufacturing, whole country 1995-2008, Classification TOL 2002"	"teo/atoi"
"004_tlv_tau_108_en.px"	"Index of turnover in industry 2010=100 (TOL 2008)"	"teo/tlv"
"005_tlv_tau_107_en.px"	"Index of turnover in industry 2005=100 (TOL 2008)"	"teo/tlv"
"005_ttvi_tau_102.px"	"Volume index of industrial output 2010=100 (TOL 2008)"	"teo/ttvi"
"010_ttvi_tau_101.px"	"Volume index of industrial output 2005=100"	"teo/ttvi"
"010_ajkul_tau_101.px"	"Consumption of alcoholic beverages per capita, aged 15 and over in terms of pure alcohol 1990-2014"	"ter/ajkul"
"010_avtk_tau_101.px"	"Obese (BMI>30) persons out of 25-64-year-olds, 1978-2014 Self-reported weight and height"	"ter/avtk"
"020_avtk_tau_102.px"	"The share of those engaging in no leisure-time physical exercise, of 2564-year-olds, 19982014"	"ter/avtk"
"030_avtk_tau_103.px"	"Daily smokers as a percentage of 2564-year-olds, 19782014"	"ter/avtk"
"010_evtk_tau_101.px"	"Share of elderly people with difficulties related to functional ability  19932011"	"ter/evtk"
"010_ksyyt_tau_101.px"	"Deaths and age-standardised death rates by cause of death and gender, whole population and persons aged 15-64 in 1971-2013"	"ter/ksyyt"
"020_ksyyt_tau_102.px"	"Deaths by gender, age and underlying cause of death 1969-2013"	"ter/ksyyt"
"025_ksyyt_tau_125.px"	"Deaths by underlying cause of death and region 1969-2013"	"ter/ksyyt"
"040_ksyyt_tau_104.px"	"Deaths by age, gender and underlying cause of death 2013"	"ter/ksyyt"
"050_ksyyt_tau_105.px"	"Deaths by underlying cause of death, age and gender 1998-2013"	"ter/ksyyt"
"060_ksyyt_tau_106.px"	"Accidental or violent deaths, alcohol intoxicated separately in 1998-2013"	"ter/ksyyt"
"080_ksyyt_tau_108.px"	"Alcohol-related deaths by age and gender in 2005-2013"	"ter/ksyyt"
"090_ksyyt_tau_109.px"	"Suicides by age and gender in 1921-2013"	"ter/ksyyt"
"100_ksyyt_tau_110_en.px"	"Assaults inflicted by other persons by age and gender 1998-2010"	"ter/ksyyt"
"101_ksyyt_tau_111.px"	"Infant deaths and stillbirths by underlying cause of death in 1998-2013"	"ter/ksyyt"
"102_ksyyt_tau_112.px"	"Autopsies and other means to determine cause of death by age of deceased in 1975-2013"	"ter/ksyyt"
"010_inn_tau_101.px"	"Prevalence of innovation activity by size category of personnel and industry 2000-2012, share of enterprises"	"ttt/inn"
"020_inn_tau_102.px"	"Prevalence of innovation activity by industry 2008-2012, share of enteprises"	"ttt/inn"
"030_inn_tau_103.px"	"Innovation activity relating to product and process innovations by size category of personnel 2008-2012, share of enterprises with innovation activity relating to product and process innovations"	"ttt/inn"
"040_inn_tau_104.px"	"Innovation activity relating to product and process innovations by industry 2008-2012, share of enterprises with innovation activity relating to product and process innovations"	"ttt/inn"
"050_inn_tau_105.px"	"Prevalence of innovation activity by size category of personnel 2008-2012, share of enteprises"	"ttt/inn"
"060_inn_tau_106.px"	"Proportions of product innovations and unchanged products of turnover by size category of personnel and industry 2000-2012"	"ttt/inn"
"010_pat_tau_101.px"	"Patents applied in Finland by the applicants'  country of residence in 1972-2013"	"ttt/pat"
"020_pat_tau_102.px"	"Domestic patent applications by region in Finland 1990-2013"	"ttt/pat"
"030_pat_tau_103.px"	"Patents granted in Finland by assignee country 1995-2013"	"ttt/pat"
"040_pat_tau_104.px"	"Domestic patent applications and domestic patents granted to enterprises and associations by industry (TOL 2008), 2008-2013"	"ttt/pat"
"050_pat_tau_105.px"	"Patents granted to Finnish enterprises and associations by European Patent Office and US Patent Office by industry (TOL 2008), 2009-2013"	"ttt/pat"
"055_pat_tau_105.px"	"Patents granted to Finnish enterprises and associations by European Patent Office and US Patent Office by industry (TOL 2008), 2009-2012"	"ttt/pat"
"060_pat_tau_106.px"	"Utility model applications filed in Finland by IPC section, 2008-2013"	"ttt/pat"
"070_pat_tau_107.px"	"Domestic utility model applications of enterprises and associations by industry (TOL 2008), 2008-2013"	"ttt/pat"
"080_pat_tau_108.px"	"Domestic patent applications and patents granted to enterprises and associations by industry (TOL 2002) in 2000-2008"	"ttt/pat"
"090_pat_tau_109.px"	"Domestic patents granted in Finland by sub-regional units 1995-2007"	"ttt/pat"
"040_tkke_tau_104.px"	"R&D expenditure by source of funding and sector in 1971-2013"	"ttt/tkke"
"010_tthv_tau_101_en.px"	"Tertiary degrees by the field of science in 1991-2012"	"ttt/tthv"
"020_tthv_tau_102_en.px"	"Tertiary degrees by education level and region in 1991-2012"	"ttt/tthv"
"030_tthv_tau_103_en.px"	"Population with a tertiary degree in 2000-2011"	"ttt/tthv"
"040_tthv_tau_104_en.px"	"Population with a tertiary degree by the level of education in 2000-2011"	"ttt/tthv"
"050_tthv_tau_105_en.px"	"Employed population with tertiary level education 2000-2008 (TOL 2002)"	"ttt/tthv"
"051_tthv_tau_105_en.px"	"Employed population with tertiary level education in 2008 - 2011 (TOL 2008)"	"ttt/tthv"
"060_tthv_tau_106_en.px"	"Employed population with tertiary level education by industry in 2000-2008 (TOL 2002)"	"ttt/tthv"
"061_tthv_tau_106_en.px"	"Employed population with tertiary degree 2008 -2011 (TOL 2008)"	"ttt/tthv"
"100_tthv_tau_110_en.px"	"Population with tertiary degree by citizenship 2000-2008"	"ttt/tthv"
"101_tthv_tau_110_en.px"	"Population with tertiary degree by citizenship 2009 - 2011"	"ttt/tthv"
"110_tthv_tau_111_en.px"	"Employed hrst-personnel by occupation and level of education in 2000, 2004, 2005, 2007 and 2008 (TOL 2002)"	"ttt/tthv"
"111_tthv_tau_111_en.px"	"Employed hrst-personnel by occupation and level of education in 2008 - 2009  (Standard industrial classification TOL 2008)."	"ttt/tthv"
"112_tthv_tau_111_en.px"	"Employed hrst-personnel by occupation and level of education in 2010-2011  (Occupation classification 2008, standard industrial classification TOL 2008)."	"ttt/tthv"
"113_tthv_tau_113_en.px"	"Placement of the PhD graduated in 2000 in years 2000-2011"	"ttt/tthv"
"010_vimar_tau_101.px"	"Telephone and broadband services 2007-2014"	"ttt/vimar"
"010_kbar_tau_101.px"	"Consumer Survey Time Series"	"tul/kbar"
"020_kbar_tau_102.px"	"Possession of appliances and connections in households, % of households"	"tul/kbar"
"030_kbar_tau_103.px"	"Consumer Survey Time Series Quarterly and by Region"	"tul/kbar"
"040_kbar_tau_104.px"	"Consumer Survey Time Series by Major Region"	"tul/kbar"
"120_ktutk_tau_102.px"	"Household consumption expenditure by type of household 1985-2012"	"tul/ktutk"
"130_ktutk_tau_103.px"	"Household consumption expenditure by socio-economic status and division 1990-2012"	"tul/ktutk"
"140_ktutk_tau_104.px"	"Household consumption expenditure by major region 1985-2012 (NUTS2)"	"tul/ktutk"
"150_ktutk_tau_105.px"	"Household consumption expenditure by statistical grouping of municipalities 1985-2012"	"tul/ktutk"
"160_ktutk_tau_106.px"	"Household consumption expenditure by reference person's age 1985-2012"	"tul/ktutk"
"170_ktutk_tau_107.px"	"Household consumption expenditure by size and structure of household 1985-2012"	"tul/ktutk"
"180_ktutk_tau_108.px"	"Household consumption expenditure by income bracket 1985-2012"	"tul/ktutk"
"010_tjkt_tau_101.px"	"1. Numbers and income of dwelling population and household-dwelling units by municipality in 1995-2013"	"tul/tjkt"
"020_tjkt_tau_102.px"	"2. Numbers and income of dwelling population and household-dwelling units by sub-regional unit in 1995-2013"	"tul/tjkt"
"030_tjkt_tau_103.px"	"3. Numbers and income of dwelling population and household-dwelling units by region in 1995-2013"	"tul/tjkt"
"040_tjkt_tau_104.px"	"4. Household-dwelling units average income by type of income and municipality in 1995-2013"	"tul/tjkt"
"050_tjkt_tau_105.px"	"5. Household-dwelling units' average income by type of income and by income decile in 1995-2013"	"tul/tjkt"
"060_tjkt_tau_106.px"	"6. Numbers and income of dwelling population and household-dwelling units by age of refence person in 1995-2013"	"tul/tjkt"
"070_tjkt_tau_107.px"	"7. Income differences and equalising impact of current transfers on income differences by sub-regional unit in 1995-2013"	"tul/tjkt"
"080_tjkt_tau_108.px"	"8. Dwelling population by income decile and by municipality in 1995-2013"	"tul/tjkt"
"090_tjkt_tau_109.px"	"9. Dwelling population by income decile and by sub-regional unit in 1995-2013"	"tul/tjkt"
"100_tjkt_tau_110.px"	"10. Prolonged low-income earning by gender and age in 1998-2013"	"tul/tjkt"
"110_tjkt_tau_111.px"	"11. Prolonged low-income earning by municipality in 1998-2013"	"tul/tjkt"
"120_tjkt_tau_112.px"	"12. Income shares (%), means, medians and maximum values of decile and percentile groups in 1995 - 2013"	"tul/tjkt"
"020_tjt_tau_101.px"	"1a Households income by socio-economic group 1987-2013"	"tul/tjt"
"040_tjt_tau_102.px"	"1b Household's income by household's life-cycle 1989-2013"	"tul/tjt"
"060_tjt_tau_103.px"	"1c Households income by age of reference person 1966-2013"	"tul/tjt"
"080_tjt_tau_104.px"	"1d Households income by level of education of reference person 1987-2013"	"tul/tjt"
"100_tjt_tau_105.px"	"1e Households income by number of adults and children 1987-2013"	"tul/tjt"
"120_tjt_tau_106.px"	"1f Households income by tenure status of dwelling and economical activity of reference person 1987 - 2013"	"tul/tjt"
"140_tjt_tau_107.px"	"2a Household income: structure by household type according to number of adults, children and economically active persons in household 1987-2013"	"tul/tjt"
"160_tjt_tau_108.px"	"2b Household income: structure by decile groups 1987-2013"	"tul/tjt"
"180_tjt_tau_109.px"	"2c Household income: structure by socio-economic group 1987-2013"	"tul/tjt"
"200_tjt_tau_110.px"	"2d Household income: structure by stage of life cycle 1989-2013"	"tul/tjt"
"220_tjt_tau_112.px"	"3a Distribution of households by income decile groups and sosioeconomic status of household head 1987 - 2013"	"tul/tjt"
"240_tjt_tau_114.px"	"3b Distribution of households by income decile and stage of life cycle 1989 - 2013"	"tul/tjt"
"250_tjt_tau_115.px"	"3c Distribution of households by income decile and age of reference person  1966 - 2013"	"tul/tjt"
"260_tjt_tau_116.px"	"4a Income shares (%), means, medians and maximum values of decile groups in 1966 - 2013"	"tul/tjt"
"270_tjt_tau_117.px"	"4b Gini coefficients in 1966 - 2013"	"tul/tjt"
"280_tjt_tau_051.px"	"5a At risk of poverty indicators by age of person 1987 - 2013"	"tul/tjt"
"281_tjt_tau_052.px"	"5b At risk of poverty indicators by persons households life-cycle 1990 - 2013"	"tul/tjt"
"282_tjt_tau_053.px"	"5c At risk of poverty indicators by persons socioeconomic group 1987 - 2013"	"tul/tjt"
"283_tjt_tau_054.px"	"5d Subjective financial well-being of households 2003 - 2013"	"tul/tjt"
"284_tjt_tau_055.px"	"5e At-risk-of poverty indicators with fixed at-risk-of-poverty thresholds 2005 - 2013"	"tul/tjt"
"285_tjt_tau_056.px"	"5f Households ability to save money and to afford to pay for an unexpected expense in 2003 to 2013"	"tul/tjt"
"286_tjt_tau_057.px"	"5g Households assessment of the change in their financial situation in 1990 to 2013"	"tul/tjt"
"300_tjt_tau_100.px"	"6a. Housing cost and housing expenditure indicators by income decile groups 2002-2013."	"tul/tjt"
"350_tjt_tau_130.px"	"7 Subjective wellbeing by persons age, health, income quintile and sex in 2013"	"tul/tjt"
"010_tvt_2009_2011-02-18_tau_101_en.px"	"1a. Number of income recipients, incomest (1000 ), deductions and taxes by income-class 2009"	"tul/tvt/2009"
"020_tvt_2009_2011-02-18_tau_102_en.px"	"1b. Number of income recipients, incomes, deductions and taxes by income-class, number of income recipients 2009"	"tul/tvt/2009"
"030_tvt_2009_2011-02-18_tau_103_en.px"	"2a. Taxation of individuals by income subject to state taxation, 2009"	"tul/tvt/2009"
"040_tvt_2009_2011-02-18_tau_104_en.px"	"2b. Taxation of individuals by income subject to state taxation, 2009, taxed by state 2008"	"tul/tvt/2009"
"050_tvt_2009_2011-02-18_tau_105_en.px"	"2c. Taxation of individuals by income subject to state taxation, taxed by municipality 2009"	"tul/tvt/2009"
"060_tvt_2009_2011-02-18_tau_106_en.px"	"3a. Number, taxable incomes and taxes of individuals by major region, 2009"	"tul/tvt/2009"
"070_tvt_2009_2011-02-18_tau_107_en.px"	"3b. Number, taxable incomes and taxes of individuals by region, 2009"	"tul/tvt/2009"
"080_tvt_2009_2011-02-18_tau_108_en.px"	"4. Number, taxable incomes and taxes of individuals by sex and age, 2009"	"tul/tvt/2009"
"090_tvt_2009_2011-02-18_tau_109_en.px"	"5. Income recipients and taxable incomes by major region and income subject to state taxation, 2009"	"tul/tvt/2009"
"100_tvt_2009_2011-02-18_tau_110_en.px"	"6. Number, incomes and taxes of individuals by sex, age and income subject to state taxation, 2009"	"tul/tvt/2009"
"110_tvt_2009_2011-02-18_tau_111_en.px"	"7. Number of spouses and taxable incomes by husbands and wifes income-class 2009"	"tul/tvt/2009"
"120_tvt_2009_2011-02-18_tau_112_en.px"	"8. Number of income recipients, taxable incomes and taxes 2005-2009"	"tul/tvt/2009"
"010_tvt_tau_101_en.px"	"1a. Number of income recipients, incomest (1000 ), deductions and taxes by income-class 2010"	"tul/tvt/2010"
"020_tvt_tau_102_en.px"	"1b. Number of income recipients, incomes, deductions and taxes by income-class, number of income recipients 2010"	"tul/tvt/2010"
"030_tvt_tau_103_en.px"	"2a. Taxation of individuals by income subject to state taxation, 2010"	"tul/tvt/2010"
"040_tvt_tau_104_en.px"	"2b. Taxation of individuals by income subject to state taxation, 2010, taxed by state"	"tul/tvt/2010"
"050_tvt_tau_105_en.px"	"2c. Taxation of individuals by income subject to state taxation, taxed by municipality 2010"	"tul/tvt/2010"
"060_tvt_tau_106_en.px"	"3a. Number, taxable incomes and taxes of individuals by major region, 2010"	"tul/tvt/2010"
"070_tvt_tau_107_en.px"	"3b. Number, taxable incomes and taxes of individuals by region, 2010"	"tul/tvt/2010"
"080_tvt_tau_108_en.px"	"4. Number, taxable incomes and taxes of individuals by sex and age, 2010"	"tul/tvt/2010"
"090_tvt_tau_109_en.px"	"5. Income recipients and taxable incomes by major region and income subject to state taxation, 2010"	"tul/tvt/2010"
"100_tvt_tau_110_en.px"	"6. Number, incomes and taxes of individuals by sex, age and income subject to state taxation, 2010"	"tul/tvt/2010"
"110_tvt_tau_111_en.px"	"7. Number of spouses and taxable incomes by husbands and wifes income-class 2010"	"tul/tvt/2010"
"120_tvt_tau_112_en.px"	"8. Number of generally taxed income recipients, taxable incomes and taxes 2005-2010"	"tul/tvt/2010"
"010_tvt_tau_101_en.px"	"1. Number of income recipients, incomest (1000 ), deductions and taxes by income-class 2011"	"tul/tvt/2011"
"020_tvt_tau_102_en.px"	"1b. Number of income recipients, incomes, deductions and taxes by income-class, number of income recipients 2011"	"tul/tvt/2011"
"030_tvt_tau_103_en.px"	"2a. Taxation of individuals by income subject to state taxation, 2011"	"tul/tvt/2011"
"040_tvt_tau_104_en.px"	"2b. Taxation of individuals by income subject to state taxation, 2011, taxed by state"	"tul/tvt/2011"
