"Identifier"	"Title"	"Frequency"	"Period"
"71354ned"	"Ink. pers.;land herkomst na revisie,2002"	"Eenmalig"	"2002."
"71351ned"	"Gem. inkomen; bevolking na revisie, 2002"	"Eenmalig"	"2002."
"71362ned"	"Laag ink./sociaal minimum;part. hh.,2002"	"Eenmalig"	"2002."
"71361ned"	"10%-inkomensgr.;alle hh. na revisie,2002"	"Eenmalig"	"2002."
"71360ned"	"10%-inkomensgr.;part.hh. na revisie,2002"	"Eenmalig"	"2002."
"71359ned"	"10%-inkomensgr.;personen,na revisie,2002"	"Eenmalig"	"2002."
"71319ned"	"Gem. ink. particulier hh.; type hh.,2001"	"Eenmalig"	"2001."
"71321ned"	"Gem. ink. part.huish.; inkomensbron,2001"	"Eenmalig"	"2001."
"71315ned"	"Gem. ink. personen; geslacht/leeft, 2001"	"Eenmalig"	"2001."
"71316ned"	"Gem. ink. personen; soc. econ. cat.,2001"	"Eenmalig"	"2001."
"71317ned"	"Gem. ink. personen; land herkomst, 2001"	"Eenmalig"	"2001."
"71314ned"	"Gemiddeld inkomen; bevolking, 2001"	"Eenmalig"	"2001."
"71325ned"	"Laag ink./sociaal minimum;part. hh.,2001"	"Eenmalig"	"2001."
"71323ned"	"10%-inkomensgr.; part. huishoudens, 2001"	"Eenmalig"	"2001."
"71324ned"	"10%-inkomensgr.; alle huishoudens, 2001"	"Eenmalig"	"2001."
"71322ned"	"10%-inkomensgroepen; personen, 2001"	"Eenmalig"	"2001."
"37217"	"Regionale Inkomensverdeling, 1946 - 1994"	"Eenmalig"	"1946- 1994"
"70050ned"	"Regionale inkomensverdeling 2000."	"Eenmalig"	"2000"
"37599"	"Regionale inkomensverdeling 1999."	"Eenmalig"	"1999"
"7348SIV"	"Regionale inkomensverdeling 1998."	"Eenmalig"	"1998"
"71818ned"	"Nalatenschappen 2005 aangifte; privverm"	"Stopgezet"	"2005"
"71817ned"	"Nalatenschappen 2005; privvermogen"	"Stopgezet"	"2005"
"70702ned"	"In- en uitvoer; kerncijfers diensten"	"Stopgezet"	"2003 - 2008; 2003 Kwartaal I - 2009 Kwartaal III."
"71214ned"	"In -en uitvoer; diensten naar land"	"Stopgezet"	"2003 - 2008"
"70089NED"	"In- en uitvoer; reisverkeersdiensten"	"Stopgezet"	"2002; 2002 Kwartaal I - 2002 Kwartaal IV. "
"71739ned"	"In- en uitvoer; registratie afdeling 01"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71740ned"	"In- en uitvoer; registratie afdeling 02"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71741ned"	"In- en uitvoer; registratie afdeling 03"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71742ned"	"In- en uitvoer; registratie afdeling 04"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71743ned"	"In- en uitvoer; registratie afdeling 05"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71744ned"	"In- en uitvoer; registratie afdeling 06"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71745ned"	"In- en uitvoer; registratie afdeling 07"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71746ned"	"In- en uitvoer; registratie afdeling 08"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71747ned"	"In- en uitvoer; registratie afdeling 09"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71748ned"	"In- en uitvoer; registratie afdeling 10"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71749ned"	"In- en uitvoer; registratie afdeling 11"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71750ned"	"In- en uitvoer; registratie afdeling 12"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71751ned"	"In- en uitvoer; registratie afdeling 13"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71752ned"	"In- en uitvoer; registratie afdeling 14"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71753ned"	"In- en uitvoer; registratie afdeling 15"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71754ned"	"In- en uitvoer; registratie afdeling 16"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71755ned"	"In- en uitvoer; registratie afdeling 17"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71756ned"	"In- en uitvoer; registratie afdeling 18"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71757ned"	"In- en uitvoer; registratie afdeling 19"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71758ned"	"In- en uitvoer; registratie afdeling 20"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71759ned"	"In- en uitvoer; registratie afdeling 21"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"71760ned"	"In- en uitvoer; registratie totaal"	"Stopgezet"	"1996 - 2010; 2006 januari - 2010 december."
"70745ned"	"Handel naar goederensoorten en landen"	"Stopgezet"	"1996- 2007; 2005 januari - 2007 december. "
"37562hih"	"In- en uitvoer; cijfersamenstelling"	"Stopgezet"	"1996 - 2010; 1996 januari - 2010 december."
"37505"	"In- en uitvoer; index 1996 = 100"	"Stopgezet"	"1996- 2007; 1996 januari - 2007 december."
"03716"	"In- en uitvoer na correctie voor seizoen"	"Stopgezet"	"1996 - 2000; januari 1996 - mrt. 2001"
"37830"	"In- en uitvoer naar goederengroepen"	"Stopgezet"	"1996-2010; 1996 januari - 2010 december. "
"81949NED"	"In- en uitvoer;prijs en volume;1990-2014"	"Stopgezet"	"1990 - 2013;1e kw 1990 - 2e kw 2014; januari 1990 - juni 2014"
"70992ned"	"In- en uitvoer;prijs, volume 1990-2013"	"Stopgezet"	"1990 - 2012; 1990 januari - 2013 april; 1990 kw I - 2013 kw I."
"81950NED"	"Ruilvoet buitenlandse handel; 1990-2014"	"Stopgezet"	"1990 - 2013; 1e kw 1990 - 2e kw 2014; januari 1990 - juni 2014"
"71728ned"	"Ruilvoet buitenlandse handel;1990 - 2013"	"Stopgezet"	"1990 - 2012; 1990 januari - 2013 april; 1990 kw I - 2013 kw I."
"80110ned"	"Boomkwekerij; bedrijfsomvang, 2000-2009"	"Stopgezet"	"2000-2009"
"80125ned"	"Boomkwekerij; soort teler, 2000-2009"	"Stopgezet"	"2000-2009"
"60042ned"	"Boomkwekerij en vaste planten,1996, 2001"	"Stopgezet"	"1996 en 2001"
"81643NED"	"Eerste raming akkerbouw en tuinbouw 2013"	"Stopgezet"	"2013"
"70157ned"	"Fruitbomen; plantdichtheid, 1997, 2002"	"Stopgezet"	"1997, 2002"
"70159ned"	"Fruitteelt; appels en peren, 1997, 2002"	"Stopgezet"	"1997, 2002"
"7056APPE"	"Fruitteelt; oogst appels/peren,1983-2006"	"Stopgezet"	"1983 - 2006"
"7347ALTN"	"Fruitteelt; oppv. appels/peren,1992-2006"	"Stopgezet"	"seizoen 1992 / '93 - 2005 / '06"
"70158ned"	"Fruitteelt; regio, 1992, 1997, 2002"	"Stopgezet"	"1992, 1997,2002"
"7080LLB"	"Groenteteelt; oppv. open grond,1995-2000"	"Stopgezet"	"1995 - 2000"
"3795MAIS"	"Oogstraming mas, 1993 - 2007"	"Stopgezet"	"1993 - 2007"
"37880klb"	"Milieukosten van de landbouw, 1990-2007"	"Stopgezet"	"1990 - 2007"
"71839ned"	"Diensten landbouw; financin, 2006-2008"	"Stopgezet"	"2006-2008"
"70667ned"	"Diensten landbouw; financin, 2001-2005"	"Stopgezet"	"2001 - 2005."
"7141LNWK"	"Diensten landbouw; financin, 1992-1998"	"Stopgezet"	"1992, 1995 en 1998"
"37569"	"Landbouw; prijsindexcijfers, 1995 - 2003"	"Stopgezet"	"1995 - 2003; januari 1995 - december 2003"
"37971lix"	"Landbouw; prijsindexcijfers, 1990 - 1998"	"Stopgezet"	"1990, 1995 - 1998; jan1990 - dec.1990, jan.1995 - dec.1998."
"37411LLB"	"Prijzen van landbouwgrond, 1990 - 2001"	"Stopgezet"	"1990 - 2001; Kw I 1990 - Kw IV 2000"
"71459ned"	"Landbouw; arbeidskrachten, 2000-2009"	"Stopgezet"	"2000 - 2009"
"7355SLLB"	"Landbouw; bedrijfstype, 1992-2000"	"Stopgezet"	"en groepen van landbouwgebieden). 1992 - 2000."
"71465ned"	"Landbouw; bedrijfstype, 2000-2009"	"Stopgezet"	"2000 - 2009"
"7332LLB"	"Landbouw; biologisch, 1991 - 2004"	"Stopgezet"	"1991, 1995, 1996, 1998 - 2004"
"71923ned"	"Landbouw; dieren, klassen, 2000-2009"	"Stopgezet"	"2000 - 2009"
"7316SLLB"	"Landbouw; gemeente, 1980-2000"	"Stopgezet"	"1980 - 2000"
"71416ned"	"Landbouw; gemeente, 2000-2009"	"Stopgezet"	"2000 - 2009"
"71922ned"	"Landbouw; gewassen, klassen, 2000-2009"	"Stopgezet"	"2000 - 2009"
"71921ned"	"Landbouw; grondgebruik, klassen, 2000-09"	"Stopgezet"	"2000 - 2009"
"71466ned"	"Landbouw; hoofdbedrijfstype, 2000-2009"	"Stopgezet"	"2000 - 2009"
"71800ned"	"Landbouw; NGE-klasse, 2000-2009"	"Stopgezet"	"2000 - 2009"
"71801ned"	"Landbouw; NGE-klasse, regio, 2000-2009"	"Stopgezet"	"2000 - 2009"
"71284ned"	"Landbouw; regio, 2000-2009"	"Stopgezet"	"2000 - 2009"
"80130ned"	"Landbouw; verbreding, 1998-2009"	"Stopgezet"	"1998, 1999, 2003, 2005, 2007 - 2009"
"70804ned"	"Landbouw; verbreding, 2003"	"Stopgezet"	"2003"
"7092MECH"	"Landbouw; werktuigen, machines,1970-1996"	"Stopgezet"	"1996- 1970"
"80408ned"	"Dierlijke mest; kerncijfers, 1950-2013"	"Stopgezet"	"1950-2013"
"80885ned"	"Dierlijke mest; bedrijfstype, 1990-2013"	"Stopgezet"	"1990-2013"
"80866ned"	"Dierlijke mest; diercategorie, 1990-2013"	"Stopgezet"	"1990-2013"
"37767"	"Dierlijke mest; diercategorie, 1994-2009"	"Stopgezet"	"1994 - 2009."
"70012ned"	"Mestafzetovereenkomsten (MAO's), 2002"	"Stopgezet"	"2002"
"70950NED"	"Mestproductie; bedrijfstype, 1994-2009"	"Stopgezet"	"1994 - 2009."
"70014ned"	"Mestproductie- en dierrechten, 1997-2003"	"Stopgezet"	"1997 - 2003"
"70013ned"	"Mineralenaangiften (MINAS), 1998 - 2000"	"Stopgezet"	"1998 - 2000"
"37878"	"Zware metalen op landbouwgrond,1980-2009"	"Stopgezet"	"1980, 1986, 1990, 1993 - 2009."
"70735NED"	"Graslandvernieuwing, 1990 - 2005"	"Stopgezet"	"1990 - 2005"
"7372llb"	"Rundveestapel, 1981 - 2008"	"Stopgezet"	"Januari 1981 - december 2008"
"37858"	"Historie landbouw en visserij, 1899-1999"	"Stopgezet"	"1899- 1999."
"7029_VIS"	"Aanvoer vis Nederlandse havens,1994-2004"	"Stopgezet"	"1994 - 2004; januari 1994 - december 2004"
"37574"	"Biologische bestrijding, 1995 - 2004"	"Stopgezet"	"1995, 1998, 2000, 2004"
"03758"	"Niet-chemische bestrijding, 1995-2004"	"Stopgezet"	"1995, 1998, 2000, 2004"
"37240"	"Aandelen; CBS-indices gemiddeld"	"Stopgezet"	"april 2000 - december 2003"
"7232SHFO"	"Aandelen; CBS- indices ultimo"	"Stopgezet"	"December 1952 - december 2003"
"37904"	"Aandelen obligaties; omzet"	"Stopgezet"	"mei 2000 - november 2003"
"37352top"	"Aandelen; top 10 stijgers en dalers"	"Stopgezet"	"April 2001 - november 2003"
"37398wob"	"Obligaties; beurswaarde"	"Stopgezet"	"mei 2000 - december 2003."
"37387"	"Obligaties; CBS-indices gemiddeld"	"Stopgezet"	"April 2000 - december 2003"
"7231SHFO"	"Obligaties; CBS-indices ultimo"	"Stopgezet"	"December 1983 - december 2003"
"37407"	"Obligaties, durations"	"Stopgezet"	"Januari 1984 - december 2003 (maand gemiddelden)"
